,experiment,item_id,condition,sentence,expected,prediction,error,model
317,multiple_rcpp,27,SPS_rel,the assistant that checked the NNS in the offices,VBZ,VBZ,False,4
318,multiple_rcpp,27,SSA_prep,the assistant in the office that checked frequently,VBZ,VBZ,False,4
319,multiple_rcpp,27,SSS_prep,the assistant in the office that checked the mailbox,VBZ,VBZ,False,4
320,multiple_rcpp,27,SPA_prep,the assistant in the offices that checked frequently,VBZ,VBZ,False,4
321,multiple_rcpp,27,SPP_prep,the assistant in the offices that checked the NNS,VBZ,VBZ,False,4
322,multiple_rcpp,27,SPS_prep,the assistant in the offices that checked the mailbox,VBZ,VBZ,False,4
323,multiple_rcpp,27,SSP_prep,the assistant in the office that checked the NNS,VBZ,VBZ,False,4
324,multiple_rcpp,28,SAS_rel,the guitarist that performed brilliantly on the tour,VBZ,VBZ,False,4
325,multiple_rcpp,28,SSS_rel,the guitarist that performed the solo on the tour,VBZ,VBZ,False,4
326,multiple_rcpp,28,SAP_rel,the guitarist that performed brilliantly on the tours,VBZ,VBZ,False,4
327,multiple_rcpp,28,SPP_rel,the guitarist that performed the solos on the tours,VBZ,VBZ,False,4
328,multiple_rcpp,28,SSP_rel,the guitarist that performed the solo on the tours,VBZ,VBZ,False,4
329,multiple_rcpp,28,SPS_rel,the guitarist that performed the solos on the tour,VBZ,VBZ,False,4
330,multiple_rcpp,28,SSA_prep,the guitarist on the tour that performed brilliantly,VBZ,VBZ,False,4
331,multiple_rcpp,28,SSS_prep,the guitarist on the tour that performed the solo,VBZ,VBZ,False,4
332,multiple_rcpp,28,SPA_prep,the guitarist on the tours that performed brilliantly,VBZ,VBZ,False,4
333,multiple_rcpp,28,SPP_prep,the guitarist on the tours that performed the solos,VBZ,VBZ,False,4
334,multiple_rcpp,28,SPS_prep,the guitarist on the tours that performed the solo,VBZ,VBZ,False,4
335,multiple_rcpp,28,SSP_prep,the guitarist on the tour that performed the solos,VBZ,VBZ,False,4
336,multiple_rcpp,29,SAS_rel,the needle that stabbed smoothly with the thread,VBZ,VBZ,False,4
337,multiple_rcpp,29,SSS_rel,the needle that stabbed the fabric with the thread,VBZ,VBZ,False,4
338,multiple_rcpp,29,SAP_rel,the needle that stabbed smoothly with the threads,VBZ,VBZ,False,4
339,multiple_rcpp,29,SPP_rel,the needle that stabbed the fabrics with the threads,VBZ,VBZ,False,4
340,multiple_rcpp,29,SSP_rel,the needle that stabbed the fabric with the threads,VBZ,VBZ,False,4
341,multiple_rcpp,29,SPS_rel,the needle that stabbed the fabrics with the thread,VBZ,VBZ,False,4
342,multiple_rcpp,29,SSA_prep,the needle with the thread that stabbed smoothly,VBZ,VBZ,False,4
343,multiple_rcpp,29,SSS_prep,the needle with the thread that stabbed the fabric,VBZ,VBZ,False,4
344,multiple_rcpp,29,SPA_prep,the needle with the threads that stabbed smoothly,VBZ,VBZ,False,4
345,multiple_rcpp,29,SPP_prep,the needle with the threads that stabbed the fabrics,VBZ,VBZ,False,4
346,multiple_rcpp,29,SPS_prep,the needle with the threads that stabbed the fabric,VBZ,VBZ,False,4
347,multiple_rcpp,29,SSP_prep,the needle with the thread that stabbed the fabrics,VBZ,VBZ,False,4
348,multiple_rcpp,30,SAS_rel,the spectator that watched quietly in the theater,VBZ,VBZ,False,4
349,multiple_rcpp,30,SSS_rel,the spectator that watched the movie in the theater,VBZ,VBZ,False,4
350,multiple_rcpp,30,SAP_rel,the spectator that watched quietly in the theaters,VBZ,VBZ,False,4
351,multiple_rcpp,30,SPP_rel,the spectator that watched the movies in the theaters,VBZ,VBZ,False,4
352,multiple_rcpp,30,SSP_rel,the spectator that watched the movie in the theaters,VBZ,VBZ,False,4
353,multiple_rcpp,30,SPS_rel,the spectator that watched the movies in the theater,VBZ,VBZ,False,4
354,multiple_rcpp,30,SSA_prep,the spectator in the theater that watched quietly,VBZ,VBZ,False,4
355,multiple_rcpp,30,SSS_prep,the spectator in the theater that watched the movie,VBZ,VBZ,False,4
356,multiple_rcpp,30,SPA_prep,the spectator in the theaters that watched quietly,VBZ,VBZ,False,4
357,multiple_rcpp,30,SPP_prep,the spectator in the theaters that watched the movies,VBZ,VBP,True,4
358,multiple_rcpp,30,SPS_prep,the spectator in the theaters that watched the movie,VBZ,VBZ,False,4
359,multiple_rcpp,30,SSP_prep,the spectator in the theater that watched the movies,VBZ,VBP,True,4
360,multiple_rcpp,31,SAS_rel,the maid that cleaned thoroughly in the house,VBZ,VBZ,False,4
361,multiple_rcpp,31,SSS_rel,the maid that cleaned the bathroom in the house,VBZ,VBZ,False,4
362,multiple_rcpp,31,SAP_rel,the maid that cleaned thoroughly in the houses,VBZ,VBZ,False,4
363,multiple_rcpp,31,SPP_rel,the maid that cleaned the bathrooms in the houses,VBZ,VBZ,False,4
364,multiple_rcpp,31,SSP_rel,the maid that cleaned the bathroom in the houses,VBZ,VBZ,False,4
365,multiple_rcpp,31,SPS_rel,the maid that cleaned the bathrooms in the house,VBZ,VBZ,False,4
366,multiple_rcpp,31,SSA_prep,the maid in the house that cleaned thoroughly,VBZ,VBZ,False,4
367,multiple_rcpp,31,SSS_prep,the maid in the house that cleaned the bathroom,VBZ,VBZ,False,4
368,multiple_rcpp,31,SPA_prep,the maid in the houses that cleaned thoroughly,VBZ,VBZ,False,4
369,multiple_rcpp,31,SPP_prep,the maid in the houses that cleaned the bathrooms,VBZ,VBZ,False,4
370,multiple_rcpp,31,SPS_prep,the maid in the houses that cleaned the bathroom,VBZ,VBZ,False,4
371,multiple_rcpp,31,SSP_prep,the maid in the house that cleaned the bathrooms,VBZ,VBZ,False,4
372,multiple_rcpp,32,SAS_rel,the fan that drank too much at the game,VBZ,VBZ,False,4
373,multiple_rcpp,32,SSS_rel,the fan that drank the beer at the game,VBZ,VBZ,False,4
374,multiple_rcpp,32,SAP_rel,the fan that drank too much at the games,VBZ,VBZ,False,4
375,multiple_rcpp,32,SPP_rel,the fan that drank the beers at the games,VBZ,VBZ,False,4
376,multiple_rcpp,32,SSP_rel,the fan that drank the beer at the games,VBZ,VBZ,False,4
377,multiple_rcpp,32,SPS_rel,the fan that drank the beers at the game,VBZ,VBZ,False,4
378,multiple_rcpp,32,SSA_prep,the fan at the game that drank too much,VBZ,VBZ,False,4
379,multiple_rcpp,32,SSS_prep,the fan at the game that drank the beer,VBZ,VBZ,False,4
380,multiple_rcpp,32,SPA_prep,the fan at the games that drank too much,VBZ,VBZ,False,4
381,multiple_rcpp,32,SPP_prep,the fan at the games that drank the beers,VBZ,VBZ,False,4
382,multiple_rcpp,32,SPS_prep,the fan at the games that drank the beer,VBZ,VBZ,False,4
383,multiple_rcpp,32,SSP_prep,the fan at the game that drank the beers,VBZ,VBZ,False,4
384,multiple_rcpp,33,SAS_rel,the principal that paid yearly in the office,VBZ,VBZ,False,4
385,multiple_rcpp,33,SSS_rel,the principal that paid the carpenter in the office,VBZ,VBZ,False,4
386,multiple_rcpp,33,SAP_rel,the principal that paid yearly in the offices,VBZ,VBZ,False,4
387,multiple_rcpp,33,SPP_rel,the principal that paid the carpenters in the offices,VBZ,VBZ,False,4
388,multiple_rcpp,33,SSP_rel,the principal that paid the carpenter in the offices,VBZ,VBZ,False,4
389,multiple_rcpp,33,SPS_rel,the principal that paid the carpenters in the offices,VBZ,VBZ,False,4
390,multiple_rcpp,33,SSA_prep,the principal in the office that paid yearly,VBZ,VBZ,False,4
391,multiple_rcpp,33,SSS_prep,the principal in the office that paid the carpenter,VBZ,VBZ,False,4
392,multiple_rcpp,33,SPA_prep,the principal in the offices that paid yearly,VBZ,VBZ,False,4
393,multiple_rcpp,33,SPP_prep,the principal in the offices that paid the carpenters,VBZ,VBP,True,4
394,multiple_rcpp,33,SPS_prep,the principal in the offices that paid the carpenter,VBZ,VBZ,False,4
395,multiple_rcpp,33,SSP_prep,the principal in the office that paid the carpenters,VBZ,VBP,True,4
396,multiple_rcpp,34,SAS_rel,the driver that steered wildly near the tree,VBZ,VBZ,False,4
397,multiple_rcpp,34,SSS_rel,the driver that steered the car near the tree,VBZ,VBZ,False,4
398,multiple_rcpp,34,SAP_rel,the driver that steered wildly near the trees,VBZ,VBZ,False,4
399,multiple_rcpp,34,SPP_rel,the driver that steered the cars near the trees,VBZ,VBZ,False,4
400,multiple_rcpp,34,SSP_rel,the driver that steered the car near the trees,VBZ,VBZ,False,4
401,multiple_rcpp,34,SPS_rel,the driver that steered the cars near the tree,VBZ,VBZ,False,4
402,multiple_rcpp,34,SSA_prep,the driver near the tree that steered wildly,VBZ,VBZ,False,4
403,multiple_rcpp,34,SSS_prep,the driver near the tree that steered the car,VBZ,VBZ,False,4
404,multiple_rcpp,34,SPA_prep,the driver near the trees that steered wildly,VBZ,VBZ,False,4
405,multiple_rcpp,34,SPP_prep,the driver near the trees that steered the cards,VBZ,VBZ,False,4
406,multiple_rcpp,34,SPS_prep,the driver near the trees that steered the car,VBZ,VBZ,False,4
407,multiple_rcpp,34,SSP_prep,the driver near the tree that steered the cars,VBZ,VBP,True,4
408,multiple_rcpp,35,SAS_rel,the volunteer that cooked happily with the refugee,VBZ,VBZ,False,4
409,multiple_rcpp,35,SSS_rel,the volunteer that cooked the meal with the refugee,VBZ,VBZ,False,4
410,multiple_rcpp,35,SAP_rel,the volunteer that cooked happily with the refugees,VBZ,VBZ,False,4
411,multiple_rcpp,35,SPP_rel,the volunteer that cooked the meals with the refugees,VBZ,VBZ,False,4
412,multiple_rcpp,35,SSP_rel,the volunteer that cooked the meal with the refugees,VBZ,VBZ,False,4
413,multiple_rcpp,35,SPS_rel,the volunteer that cooked the meals with the refugee,VBZ,VBZ,False,4
414,multiple_rcpp,35,SSA_prep,the volunteer with the refugee that cooked happily,VBZ,VBZ,False,4
415,multiple_rcpp,35,SSS_prep,the volunteer with the refugee that cooked the meal,VBZ,VBZ,False,4
416,multiple_rcpp,35,SPA_prep,the volunteer with the refugees that cooked happily,VBZ,VBZ,False,4
417,multiple_rcpp,35,SPP_prep,the volunteer with the refugees that cooked the meals,VBZ,VBZ,False,4
418,multiple_rcpp,35,SPS_prep,the volunteer with the refugees that cooked the meal,VBZ,VBZ,False,4
419,multiple_rcpp,35,SSP_prep,the volunteer with the refugee that cooked the meals,VBZ,VBZ,False,4
420,multiple_rcpp,36,SAS_rel,the conductor that flew boldly over the hill,VBZ,VBZ,False,4
421,multiple_rcpp,36,SSS_rel,the conductor that flew the blimp over the hill,VBZ,VBZ,False,4
422,multiple_rcpp,36,SAP_rel,the conductor that flew boldly over the hills,VBZ,VBZ,False,4
423,multiple_rcpp,36,SPP_rel,the conductor that flew the NNS over the hills,VBZ,VBZ,False,4
424,multiple_rcpp,36,SSP_rel,the conductor that flew the blimp over the hills,VBZ,VBZ,False,4
425,multiple_rcpp,36,SPS_rel,the conductor that flew the NNS over the hill,VBZ,VBZ,False,4
426,multiple_rcpp,36,SSA_prep,the conductor over the hill that flew boldly,VBZ,VBZ,False,4
427,multiple_rcpp,36,SSS_prep,the conductor over the hill that flew the blimp,VBZ,VBZ,False,4
428,multiple_rcpp,36,SPA_prep,the conductor over the hills that flew boldly,VBZ,VBZ,False,4
429,multiple_rcpp,36,SPP_prep,the conductor over the hills that flew the NNS,VBZ,VBZ,False,4
430,multiple_rcpp,36,SPS_prep,the conductor over the hills that flew the blimp,VBZ,VBZ,False,4
431,multiple_rcpp,36,SSP_prep,the conductor over the hills that flew the NNS,VBZ,VBZ,False,4
0,multiple_rcpp,1,SAS_rel,the bird that ate quickly near the tree,VBZ,VBZ,False,5
1,multiple_rcpp,1,SSS_rel,the bird that ate the worm near the tree,VBZ,VBZ,False,5
2,multiple_rcpp,1,SAP_rel,the bird that ate quickly near the trees,VBZ,VBZ,False,5
3,multiple_rcpp,1,SPP_rel,the bird that ate the worms near the trees,VBZ,VBZ,False,5
4,multiple_rcpp,1,SSP_rel,the bird that ate the worm near the trees,VBZ,VBZ,False,5
5,multiple_rcpp,1,SPS_rel,the bird that ate the worms near the tree,VBZ,VBZ,False,5
6,multiple_rcpp,1,SSA_prep,the bird near the tree that ate quickly,VBZ,VBZ,False,5
7,multiple_rcpp,1,SSS_prep,the bird near the tree that ate the worm,VBZ,VBZ,False,5
8,multiple_rcpp,1,SPA_prep,the bird near the trees that ate quickly,VBZ,VBZ,False,5
9,multiple_rcpp,1,SPP_prep,the bird near the trees that ate the worms,VBZ,VBP,True,5
10,multiple_rcpp,1,SPS_prep,the bird near the trees that ate the worm,VBZ,VBZ,False,5
11,multiple_rcpp,1,SSP_prep,the bird near the tree that are the worms,VBZ,VBZ,False,5
12,multiple_rcpp,2,SAS_rel,the man that played softly near the crowd,VBZ,VBZ,False,5
13,multiple_rcpp,2,SSS_rel,the man that played the song near the crowd,VBZ,VBZ,False,5
14,multiple_rcpp,2,SAP_rel,the man that played softly near the crowds,VBZ,VBZ,False,5
15,multiple_rcpp,2,SPP_rel,the man that played the songs near the crowds,VBZ,VBZ,False,5
16,multiple_rcpp,2,SSP_rel,the man that played the song near the crowds,VBZ,VBZ,False,5
17,multiple_rcpp,2,SPS_rel,the man that played the songs near the crowd,VBZ,VBZ,False,5
18,multiple_rcpp,2,SSA_prep,the man near the crowd that played softly,VBZ,VBZ,False,5
19,multiple_rcpp,2,SSS_prep,the man near the crowd that played the song,VBZ,VBZ,False,5
20,multiple_rcpp,2,SPA_prep,the man near the crowds that played softly,VBZ,VBZ,False,5
21,multiple_rcpp,2,SPP_prep,the man near the crowds that played the songs,VBZ,VBZ,False,5
22,multiple_rcpp,2,SPS_prep,the man near the crowds that played the song,VBZ,VBZ,False,5
23,multiple_rcpp,2,SSP_prep,the man near the crowd that played the songs,VBZ,VBZ,False,5
24,multiple_rcpp,3,SAS_rel,the doctor that helped often in the lab,VBZ,VBZ,False,5
25,multiple_rcpp,3,SSS_rel,the doctor that helped the nurse in the lab,VBZ,VBZ,False,5
26,multiple_rcpp,3,SAP_rel,the doctor that helped often in the labs,VBZ,VBZ,False,5
27,multiple_rcpp,3,SPP_rel,the doctor that helped the nurses in the labs,VBZ,VBP,True,5
28,multiple_rcpp,3,SSP_rel,the doctor that helped the nurse in the labs,VBZ,VBZ,False,5
29,multiple_rcpp,3,SPS_rel,the doctor that helped the nurses in the lab,VBZ,VBP,True,5
30,multiple_rcpp,3,SSA_prep,the doctor in the lab that helped often,VBZ,VBZ,False,5
31,multiple_rcpp,3,SSS_prep,the doctor in the lab that helped the nurse,VBZ,VBZ,False,5
32,multiple_rcpp,3,SPA_prep,the doctor in the labs that helped often,VBZ,VBP,True,5
33,multiple_rcpp,3,SPP_prep,the doctor in the labs that helped the nurses,VBZ,VBP,True,5
34,multiple_rcpp,3,SPS_prep,the doctor in the labs that helped the nurse,VBZ,VBZ,False,5
35,multiple_rcpp,3,SSP_prep,the doctor in the lab that helped the nurses,VBZ,VBP,True,5
36,multiple_rcpp,4,SAS_rel,the artist that painted carefully with the brush,VBZ,VBZ,False,5
37,multiple_rcpp,4,SSS_rel,the artist that painted the picture with the brush,VBZ,VBZ,False,5
38,multiple_rcpp,4,SAP_rel,the artist that painted carefully with the brushes,VBZ,VBZ,False,5
39,multiple_rcpp,4,SPP_rel,the artist that painted the pictures with the brushes,VBZ,VBP,True,5
40,multiple_rcpp,4,SSP_rel,the artist that painted the picture with the brushes,VBZ,VBZ,False,5
41,multiple_rcpp,4,SPS_rel,the artist that painted the pictures with the brush,VBZ,VBZ,False,5
42,multiple_rcpp,4,SSA_prep,the artist with the brush that painted carefully,VBZ,VBZ,False,5
43,multiple_rcpp,4,SSS_prep,the artist with the brush that painted the picture,VBZ,VBZ,False,5
44,multiple_rcpp,4,SPA_prep,the artist with the brushes that painted carefully,VBZ,VBZ,False,5
45,multiple_rcpp,4,SPP_prep,the artist with the brushes that painted the pictures,VBZ,VBP,True,5
46,multiple_rcpp,4,SPS_prep,the artist with the brushes that painted the picture,VBZ,VBZ,False,5
47,multiple_rcpp,4,SSP_prep,the artist with the brush that painted the pictures,VBZ,VBP,True,5
48,multiple_rcpp,5,SAS_rel,the wrestler that fought RB in the ring,VBZ,VBZ,False,5
49,multiple_rcpp,5,SSS_rel,the wrestler that fought the enemy in the ring,VBZ,VBZ,False,5
50,multiple_rcpp,5,SAP_rel,the wrestler that fought RB in the rings,VBZ,VBZ,False,5
51,multiple_rcpp,5,SPP_rel,the wrestler that fought the enemies in the rings,VBZ,VBZ,False,5
52,multiple_rcpp,5,SSP_rel,the wrestler that fought the enemy in the rings,VBZ,VBZ,False,5
53,multiple_rcpp,5,SPS_rel,the wrestler that fought the enemies in the ring,VBZ,VBZ,False,5
54,multiple_rcpp,5,SSA_prep,the wrestler in the ring that fought RB,VBZ,VBZ,False,5
55,multiple_rcpp,5,SSS_prep,the wrestler in the ring that fought the enemy,VBZ,VBZ,False,5
56,multiple_rcpp,5,SPA_prep,the wrestler in the rings that fought RB,VBZ,VBZ,False,5
57,multiple_rcpp,5,SPP_prep,the wrestler in the rings that fought the enemies,VBZ,VBP,True,5
58,multiple_rcpp,5,SPS_prep,the wrestler in the rings that fought the enemy,VBZ,VBZ,False,5
59,multiple_rcpp,5,SSP_prep,the wrestler in the ring that fought the enemies,VBZ,VBP,True,5
60,multiple_rcpp,6,SAS_rel,the student that read quietly near the window,VBZ,VBZ,False,5
61,multiple_rcpp,6,SSS_rel,the student that read the book near the window,VBZ,VBZ,False,5
62,multiple_rcpp,6,SAP_rel,the student that read quietly near the windows,VBZ,VBZ,False,5
63,multiple_rcpp,6,SPP_rel,the student that read the books near the windows,VBZ,VBP,True,5
64,multiple_rcpp,6,SSP_rel,the student that read the book near the windows,VBZ,VBZ,False,5
65,multiple_rcpp,6,SPS_rel,the student that read the books near the window,VBZ,VBZ,False,5
66,multiple_rcpp,6,SSA_prep,the student near the window that read quietly,VBZ,VBZ,False,5
67,multiple_rcpp,6,SSS_prep,the student near the window that read the book,VBZ,VBZ,False,5
68,multiple_rcpp,6,SPA_prep,the student near the windows that read quietly,VBZ,VBZ,False,5
69,multiple_rcpp,6,SPP_prep,the student near the windows that read the books,VBZ,VBP,True,5
70,multiple_rcpp,6,SPS_prep,the student near the windows that read the book,VBZ,VBZ,False,5
71,multiple_rcpp,6,SSP_prep,the student near the window that read the books,VBZ,VBP,True,5
72,multiple_rcpp,7,SAS_rel,the teacher that wrote neatly at the board,VBZ,VBZ,False,5
73,multiple_rcpp,7,SSS_rel,the teacher that wrote the word at the board,VBZ,VBZ,False,5
74,multiple_rcpp,7,SAP_rel,the teacher that wrote neatly at the boards,VBZ,VBZ,False,5
75,multiple_rcpp,7,SPP_rel,the teacher that wrote the words at the boards,VBZ,VBZ,False,5
76,multiple_rcpp,7,SSP_rel,the teacher that wrote the word at the boards,VBZ,VBZ,False,5
77,multiple_rcpp,7,SPS_rel,the teacher that wrote the words at the board,VBZ,VBZ,False,5
78,multiple_rcpp,7,SSA_prep,the teacher at the board that wrote neatly,VBZ,VBZ,False,5
79,multiple_rcpp,7,SSS_prep,the teacher at the board that wrote the word,VBZ,VBZ,False,5
80,multiple_rcpp,7,SPA_prep,the teacher at the boards that wrote neatly,VBZ,VBZ,False,5
81,multiple_rcpp,7,SPP_prep,the teacher at the boards that wrote the words,VBZ,VBP,True,5
82,multiple_rcpp,7,SPS_prep,the teacher at the boards that wrote the word,VBZ,VBZ,False,5
83,multiple_rcpp,7,SSP_prep,the teacher at the board that wrote the words,VBZ,VBP,True,5
84,multiple_rcpp,8,SAS_rel,the cop that searched silently near the criminal,VBZ,VBZ,False,5
85,multiple_rcpp,8,SSS_rel,the cop that searched the street near the criminal,VBZ,VBZ,False,5
86,multiple_rcpp,8,SAP_rel,the cop that searched silently near the criminals,VBZ,VBZ,False,5
87,multiple_rcpp,8,SPP_rel,the cop that searched the streets near the criminals,VBZ,VBZ,False,5
88,multiple_rcpp,8,SSP_rel,the cop that searched the street near the criminals,VBZ,VBZ,False,5
89,multiple_rcpp,8,SPS_rel,the cop that searched the streets near the criminal,VBZ,VBZ,False,5
90,multiple_rcpp,8,SSA_prep,the cop near the criminal that searched silently,VBZ,VBZ,False,5
91,multiple_rcpp,8,SSS_prep,the cop near the criminal that searched the street,VBZ,VBZ,False,5
92,multiple_rcpp,8,SPA_prep,the cop near the criminals that searched silently,VBZ,VBZ,False,5
93,multiple_rcpp,8,SPP_prep,the cop near the criminals that searched the streets,VBZ,VBP,True,5
94,multiple_rcpp,8,SPS_prep,the cop near the criminals that searched the street,VBZ,VBZ,False,5
95,multiple_rcpp,8,SSP_prep,the cop near the criminal that searched the streets,VBZ,VBP,True,5
96,multiple_rcpp,9,SAS_rel,the banker that checked diligently at the desk,VBZ,VBZ,False,5
97,multiple_rcpp,9,SSS_rel,the banker that checked the account at the desk,VBZ,VBZ,False,5
98,multiple_rcpp,9,SAP_rel,the banker that checked diligently at the desks,VBZ,VBZ,False,5
99,multiple_rcpp,9,SPP_rel,the banker that checked the accounts at the desks,VBZ,VBZ,False,5
100,multiple_rcpp,9,SSP_rel,the banker that checked the account at the desks,VBZ,VBZ,False,5
101,multiple_rcpp,9,SPS_rel,the banker that checked the accounts at the desks,VBZ,VBZ,False,5
102,multiple_rcpp,9,SSA_prep,the banker at the desk that checked diligently,VBZ,VBZ,False,5
103,multiple_rcpp,9,SSS_prep,the banker at the desk that checked the account,VBZ,VBZ,False,5
104,multiple_rcpp,9,SPA_prep,the banker at the desks that checked diligently,VBZ,VBZ,False,5
105,multiple_rcpp,9,SPP_prep,the banker at the desks that checked the accounts,VBZ,VBP,True,5
106,multiple_rcpp,9,SPS_prep,the banker at the desks that checked the account,VBZ,VBZ,False,5
107,multiple_rcpp,9,SSP_prep,the banker at the desk that checked the accounts,VBZ,VBP,True,5
108,multiple_rcpp,10,SAS_rel,the actor that performed alone on the stage,VBZ,VBZ,False,5
109,multiple_rcpp,10,SSS_rel,the actor that performed the show on the stage,VBZ,VBZ,False,5
110,multiple_rcpp,10,SAP_rel,the actor that performed alone on the stages,VBZ,VBZ,False,5
111,multiple_rcpp,10,SPP_rel,the actor that performed the shows on the stages,VBZ,VBZ,False,5
112,multiple_rcpp,10,SSP_rel,the actor that performed the show on the stages,VBZ,VBZ,False,5
113,multiple_rcpp,10,SPS_rel,the actor that performed the shows on the stage,VBZ,VBZ,False,5
114,multiple_rcpp,10,SSA_prep,the actor on the stage that performed alone,VBZ,VBZ,False,5
115,multiple_rcpp,10,SSS_prep,the actor on the stage that performed the show,VBZ,VBZ,False,5
116,multiple_rcpp,10,SPA_prep,the actor on the stages that performed alone,VBZ,VBZ,False,5
117,multiple_rcpp,10,SPP_prep,the actor on the stages that performed the shows,VBZ,VBZ,False,5
118,multiple_rcpp,10,SPS_prep,the actor on the stages that performed the show,VBZ,VBZ,False,5
119,multiple_rcpp,10,SSP_prep,the actor on the stage that performed the shows,VBZ,VBZ,False,5
120,multiple_rcpp,11,SAS_rel,the assailant that stabbed suddenly with the knife,VBZ,VBZ,False,5
121,multiple_rcpp,11,SSS_rel,the assailant that stabbed the victim with the knife,VBZ,VBZ,False,5
122,multiple_rcpp,11,SAP_rel,the assailant that stabbed suddenly with the knives,VBZ,VBZ,False,5
123,multiple_rcpp,11,SPP_rel,the assailant that stabbed the victims with the knives,VBZ,VBZ,False,5
124,multiple_rcpp,11,SSP_rel,the assailant that stabbed the victim with the knives,VBZ,VBZ,False,5
125,multiple_rcpp,11,SPS_rel,the assailant that stabbed the victims with the knife,VBZ,VBZ,False,5
126,multiple_rcpp,11,SSA_prep,the assailant with the knife that stabbed suddenly,VBZ,VBZ,False,5
127,multiple_rcpp,11,SSS_prep,the assailant with the knife that stabbed the victim,VBZ,VBZ,False,5
128,multiple_rcpp,11,SPA_prep,the assailant with the knives that stabbed suddenly,VBZ,VBZ,False,5
129,multiple_rcpp,11,SPP_prep,the assailant with the knives that stabbed the victims,VBZ,VBP,True,5
130,multiple_rcpp,11,SPS_prep,the assailant with the knives that stabbed the victim,VBZ,VBZ,False,5
131,multiple_rcpp,11,SSP_prep,the assailant with the knife that stabbed the victims,VBZ,VBP,True,5
132,multiple_rcpp,12,SAS_rel,the coach that watched closely on the field,VBZ,VBZ,False,5
133,multiple_rcpp,12,SSS_rel,the coach that watched the player on the field,VBZ,VBZ,False,5
134,multiple_rcpp,12,SAP_rel,the coach that watched closely on the fields,VBZ,VBZ,False,5
135,multiple_rcpp,12,SPP_rel,the coach that watched the players on the fields,VBZ,VBZ,False,5
136,multiple_rcpp,12,SSP_rel,the coach that watched the player on the fields,VBZ,VBZ,False,5
137,multiple_rcpp,12,SPS_rel,the coach that watched the players on the field,VBZ,VBZ,False,5
138,multiple_rcpp,12,SSA_prep,the coach on the field that watched closely,VBZ,VBZ,False,5
139,multiple_rcpp,12,SSS_prep,the coach on the field that watched the player,VBZ,VBZ,False,5
140,multiple_rcpp,12,SPA_prep,the coach on the fields that watched closely,VBZ,VBZ,False,5
141,multiple_rcpp,12,SPP_prep,the coach on the fields that watched the players,VBZ,VBP,True,5
142,multiple_rcpp,12,SPS_prep,the coach on the fields that watched the player,VBZ,VBZ,False,5
143,multiple_rcpp,12,SSP_prep,the coach on the field that watched the players,VBZ,VBP,True,5
144,multiple_rcpp,13,SAS_rel,the father that cleaned calmly near the table,VBZ,VBZ,False,5
145,multiple_rcpp,13,SSS_rel,the father that cleaned the dish near the table,VBZ,VBZ,False,5
146,multiple_rcpp,13,SAP_rel,the father that cleaned calmly near the tables,VBZ,VBZ,False,5
147,multiple_rcpp,13,SPP_rel,the father that cleaned the dishes near the tables,VBZ,VBZ,False,5
148,multiple_rcpp,13,SSP_rel,the father that cleaned the dish near the tables,VBZ,VBZ,False,5
149,multiple_rcpp,13,SPS_rel,the father that cleaned the dishes near the table,VBZ,VBZ,False,5
150,multiple_rcpp,13,SSA_prep,the father near the table that cleaned calmly,VBZ,VBZ,False,5
151,multiple_rcpp,13,SSS_prep,the father near the table that cleaned the dish,VBZ,VBZ,False,5
152,multiple_rcpp,13,SPA_prep,the father near the tables that cleaned calmly,VBZ,VBZ,False,5
153,multiple_rcpp,13,SPP_prep,the father near the tables that cleaned the dishes,VBZ,VBZ,False,5
154,multiple_rcpp,13,SPS_prep,the father near the tables that cleaned the dish,VBZ,VBZ,False,5
155,multiple_rcpp,13,SSP_prep,the father near the table that cleaned the dishes,VBZ,VBZ,False,5
156,multiple_rcpp,14,SAS_rel,the lifeguard that drank RB on the beach,VBZ,VBZ,False,5
157,multiple_rcpp,14,SSS_rel,the lifeguard that drank the soda on the beach,VBZ,VBZ,False,5
158,multiple_rcpp,14,SAP_rel,the lifeguard that drank RB on the beaches,VBZ,VBP,True,5
159,multiple_rcpp,14,SPP_rel,the lifeguard that drank the NNS on the beaches,VBZ,VBP,True,5
160,multiple_rcpp,14,SSP_rel,the lifeguard that drank the soda on the beaches,VBZ,VBP,True,5
161,multiple_rcpp,14,SPS_rel,the lifeguard that drank the NNS on the beach,VBZ,VBZ,False,5
162,multiple_rcpp,14,SSA_prep,the lifeguard on the beach that drank RB,VBZ,VBZ,False,5
163,multiple_rcpp,14,SSS_prep,the lifeguard on the beach that drank the soda,VBZ,VBZ,False,5
164,multiple_rcpp,14,SPA_prep,the lifeguard on the beaches that drank RB,VBZ,VBZ,False,5
165,multiple_rcpp,14,SPP_prep,the lifeguard on the beaches that drank the NNS,VBZ,VBP,True,5
166,multiple_rcpp,14,SPS_prep,the lifeguard on the beaches that drank the soda,VBZ,VBZ,False,5
167,multiple_rcpp,14,SSP_prep,the lifeguard on the beach that drank the NNS,VBZ,VBP,True,5
168,multiple_rcpp,15,SAS_rel,the customer that paid promptly in the restaurant,VBZ,VBZ,False,5
169,multiple_rcpp,15,SSS_rel,the customer that paid the bill in the restaurant,VBZ,VBZ,False,5
170,multiple_rcpp,15,SAP_rel,the customer that paid promptly in the restaurants,VBZ,VBZ,False,5
